n_models,n_problems,n_problem_model_pairs,full_total,run1_total,run2_total,union_full_run1_total,union_all_three_total,full_avg_per_problem_model,run1_avg_per_problem_model,run2_avg_per_problem_model,union_full_run1_avg_per_problem_model,union_all_three_avg_per_problem_model,new_in_run1_vs_full_total,new_in_run2_vs_full_total,new_in_run2_vs_full_run1_union_total,problem_model_pairs_new_in_run1_vs_full,problem_model_pairs_new_in_run2_vs_full,problem_model_pairs_new_in_run2_vs_full_run1_union
4,20,80,144,143,142,169,178,1.8,1.7875,1.775,2.1125,2.225,25,23,9,22,21,9
